Link_id,Direction,AVG_Speed,Data_Availability_Percentage,Category
338818259,1,56,73,High (51 - 80]
338818260,1,21,13,Low [0-30]
338818261,1,17,21,Low [0-30]
338818262,1,26,92,Low [0-30]
338818263,1,25,25,Low [0-30]
339048206,1,24,92,Low [0-30]
339120284,1,66,89,High (51 - 80]
339120291,1,33,64,Medium (30 - 50]
339120297,1,27,79,Low [0-30]
339120301,1,27,64,Low [0-30]
339120305,1,56,86,High (51 - 80]
339583626,NULL,NULL,0,NULL
339713048,1,38,69,Medium (30 - 50]
339721248,1,37,57,Medium (30 - 50]
340005892,1,91,5,Highest (80 +
340005893,1,103,5,Highest (80 +
340005894,1,83,1,Highest (80 +
340005896,1,44,2,Medium (30 - 50]
340005900,1,101,0,Highest (80 +
340005902,1,103,5,Highest (80 +
340005908,1,101,6,Highest (80 +
340005911,1,88,5,Highest (80 +
340005912,1,94,4,Highest (80 +
340005913,1,98,5,Highest (80 +
340150698,1,21,5,Low [0-30]
340151673,1,48,91,Medium (30 - 50]
345675241,1,40,3,Medium (30 - 50]
345675245,1,31,8,Medium (30 - 50]
352465755,1,34,86,Medium (30 - 50]
352465772,1,24,87,Low [0-30]
354838598,1,19,22,Low [0-30]
354838639,1,26,6,Low [0-30]
354838639,2,26,4,Low [0-30]
354838675,1,53,68,High (51 - 80]
355552034,1,35,10,Medium (30 - 50]
355552034,2,36,7,Medium (30 - 50]
355552035,1,37,42,Medium (30 - 50]
355552035,2,36,39,Medium (30 - 50]
355552036,1,27,43,Low [0-30]
355552037,NULL,NULL,0,NULL
355552038,1,20,2,Low [0-30]
355552038,2,25,3,Low [0-30]
355763775,1,22,74,Low [0-30]
355763777,1,29,55,Low [0-30]
355962805,1,36,8,Medium (30 - 50]
357014247,1,20,73,Low [0-30]
357014249,1,87,35,Highest (80 +
357014250,1,23,18,Low [0-30]
357014253,1,83,55,Highest (80 +
357014256,1,22,82,Low [0-30]
357014257,1,68,51,High (51 - 80]
357014259,1,80,30,High (51 - 80]
357144703,1,33,3,Medium (30 - 50]
357144704,1,25,37,Low [0-30]
357144708,1,18,1,Low [0-30]
357260867,NULL,NULL,0,NULL
357260868,1,25,87,Low [0-30]
357260869,1,30,53,Low [0-30]
357260870,1,26,92,Low [0-30]
357260872,1,33,87,Medium (30 - 50]
357275114,1,34,94,Medium (30 - 50]
358126247,1,71,49,High (51 - 80]
358126251,1,42,68,Medium (30 - 50]
358128270,1,39,47,Medium (30 - 50]
358152405,1,25,83,Low [0-30]
360167576,1,25,2,Low [0-30]
360167577,1,40,1,Medium (30 - 50]
360167578,1,39,23,Medium (30 - 50]
360167579,1,33,2,Medium (30 - 50]
360167580,1,33,9,Medium (30 - 50]
